Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Diamond Weight (ct) (product.metafields.custom.diamond_weight_ct),Colors (product.metafields.jhango.colors),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Bracelet design (product.metafields.shopify.bracelet-design),Color (product.metafields.shopify.color-pattern),Earring design (product.metafields.shopify.earring-design),Jewelry material (product.metafields.shopify.jewelry-material),Jewelry type (product.metafields.shopify.jewelry-type),Necklace design (product.metafields.shopify.necklace-design),Ring design (product.metafields.shopify.ring-design),Ring size (product.metafields.shopify.ring-size),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / India,Price / India,Compare At Price / India,Status
unique-combination-of-pearls-and-stones-chain-in-925-silver-by-svadezi,Unique Combination Of Pearls and Stones Chain in 925 Silver by SVADEZI,"<p>This Silver Chain Is Unique Combination Of Pearls and Stones, The Silver Chain Pendant motif butterfly Is A Beautiful Accessory That Captures The Essence Of Love And Commitment. The Silver Finish Adds A Touch Of Sophistication And Versatility To The Design, Making It Suitable For Everyday Wear Or Special Occasions.</p>",SVADEZI,Apparel & Accessories > Jewelry > Charms & Pendants,pendant,"svadezi, svadezijewellery",false,Title,Default Title,,,,,,,,SCH/18799,13.13,shopify,20,deny,manual,4249.0,7313.0,true,true,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/chainpearls.png?v=1740602274,1,,false,,,192,,,,,,,,,,,,,,'0,,,,,,,,,,,,,,,,g,,,true,,,active
unique-combination-of-pearls-and-stones-chain-in-925-silver-by-svadezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/3.png?v=1740602276,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unique-combination-of-pearls-and-stones-chain-in-925-silver-by-svadezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/4.png?v=1740602278,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unique-combination-of-pearls-and-stones-chain-in-925-silver-by-svadezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/275_448afcfa-3527-4e63-935e-b266dd8c08c4.jpg?v=1740602284,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unique-combination-of-pearls-and-stones-chain-in-925-silver-by-svadezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/276.jpg?v=1740602289,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unique-combination-of-pearls-and-stones-chain-in-925-silver-by-svadezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/273.jpg?v=1740602295,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unique-combination-of-pearls-and-stones-chain-in-925-silver-by-svadezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/274.jpg?v=1740602300,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yellow-zircon-ring-in-925-silver-by-svadezi,Yellow Zircon Ring in 925 Silver by SVADEZI,"<p>A silver ring features a coloured stone embellished with zircon, enhancing the center stone and adding an inch of elegance to the overall look. This design combines sophistication with a touch of glamour, making it a perfect accessory for various occasions</p>",SVADEZI,Apparel & Accessories > Jewelry > Rings,Ring,"natural citrine by svadezi, svadezi, svadezijewellery",false,Title,Default Title,,,,,,,,SLR92/23333,2.28,shopify,30,continue,manual,1749.0,2206.0,true,true,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/80.jpg?v=1740602300,1,,false,,,200,,,,,,,,,,,,,,'0,,,,,,,,,,,,,,,,g,,,true,,,active
yellow-zircon-ring-in-925-silver-by-svadezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/23_002fb0da-10fa-4490-a514-a5fda91e0d9d.jpg?v=1740602303,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yellow-zircon-ring-in-925-silver-by-svadezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/73_f02420de-bc0f-42f8-a566-3bd8bb82a86e.jpg?v=1740602305,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tangled-ring-in-925-silver-by-svadezi,Tangled Ring in 925 Silver by SVADEZI,"<p><strong> Size- 5, 6, 7</strong></p>
<p>The tangled design in the center, which is fully studded with zircons all around to add elegance to any simple outfit. The design is versatile and smart to choose from the group of jewelry.</p>",SVADEZI,Apparel & Accessories > Jewelry > Rings,Ring,"svadezi, svadezijewellery",false,Ring size,5,product.metafields.shopify.ring-size,,,,,,,STPS/21927,2.28,,30,deny,manual,1749.0,2209.0,true,true,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/02_80a55eaf-9fec-445b-8e2c-80555273d3f6.jpg?v=1740602306,1,,false,,,200,,,,,,,,,,,,,,'0,,,,,,fine-jewelry,,,5; 6; 7,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/02_80a55eaf-9fec-445b-8e2c-80555273d3f6.jpg?v=1740602306,g,,,true,,,active
tangled-ring-in-925-silver-by-svadezi,,,,,,,,,6,,,,,,,,STPS/21928,2.28,,30,deny,manual,1749.0,2209.0,true,true,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/17_2.jpg?v=1740602309,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/02_80a55eaf-9fec-445b-8e2c-80555273d3f6.jpg?v=1740602306,g,,,,,,
tangled-ring-in-925-silver-by-svadezi,,,,,,,,,7,,,,,,,,STPS/21929,2.28,shopify,30,continue,manual,1749.0,2209.0,true,true,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/17_ae715ff7-a4d0-457a-a756-0db039665b91.jpg?v=1740602312,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/02_80a55eaf-9fec-445b-8e2c-80555273d3f6.jpg?v=1740602306,g,,,,,,
sexy-blue-topaz-pendant-in-925-silver-by-svadezi,Sexy Blue Topaz Pendant in 925 Silver by SVADEZI,"<p>Our sterling silver chain boasts a timeless appeal, complementing any outfit with its understated charm. The green stone, nestled in the center of the pendant, adds a pop of color and a touch of nature-inspired beauty to your ensemble</p>",SVADEZI,Apparel & Accessories > Jewelry > Charms & Pendants,pendant,"svadezi, svadezijewellery",false,Title,Default Title,,,,,,,,SCH/14268,3.28,shopify,29,continue,manual,2149.0,2640.0,true,true,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/64_d3c665c8-15ad-4ab3-88bd-0b6681c31405.jpg?v=1740602315,1,,false,,,192,,,,,,,,,,,,,,'0,,,,,silver,fine-jewelry,,,,,,,,,,g,,,true,,,active
sexy-blue-topaz-pendant-in-925-silver-by-svadezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/66_bb6d53fd-8935-4354-a525-11c8ce1ea24f.jpg?v=1740602319,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sexy-blue-topaz-pendant-in-925-silver-by-svadezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/245_4cf9678e-6eeb-4dcd-b638-2792664f5711.jpg?v=1740602323,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hug-bracelet-in-925-silver-by-svadezi,Hug Bracelet in 925 Silver by SVADEZI,<p>Silver polish hug bracelet is a popular piece of jewellery among the young generation with its unique detail design of hand in hand add aditional lime-light to  the bracelet.</p>,SVADEZI,Apparel & Accessories > Jewelry > Bracelets,bracelet,"svadezi, svadezi bracelete, svadezijewellery",false,Title,Default Title,,,,,,,,SBRL/9504,11.38,shopify,26,deny,manual,3449.0,5300.0,true,true,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/14_01b90b05-bf90-4fde-8668-e8d995153578.jpg?v=1740602325,1,,false,,,191,,,,,,,,,,,,,,'0,,,,,silver,fine-jewelry,,,,,,,,,,g,,,true,,,active
hug-bracelet-in-925-silver-by-svadezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/11_6d8c026e-dbc9-4a9b-b446-5748f9cad762.jpg?v=1740602329,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hug-bracelet-in-925-silver-by-svadezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/196_1356a561-b762-4457-a4e9-538914b5800c.jpg?v=1740602332,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
captivating-heart-pendant-in-925-silver-by-svadezi,Captivating Heart Pendant in 925 Silver by SVADEZI,"<p><strong>Length: 18cm (Adjustable)</strong></p>
<p>The Silver Chain With A Heart Pendant In The Centre Is A Beautiful Accessory That Captures Attention And Sparks Conversation. It Is A Captivating And Symbolic Piece Of Jewelry.</p>",SVADEZI,Apparel & Accessories > Jewelry > Charms & Pendants,pendant,"svadezi, svadezijewellery",false,Title,Default Title,,,,,,,,SCH/11501,3.44,shopify,30,continue,manual,2349.0,3317.0,true,true,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/04_f693fc39-8667-40be-8f2d-c3f67720f667.jpg?v=1740602333,1,,false,,,192,,,,,,,,,,,,,,'0,,,,,silver,fine-jewelry,,,,,,,,,,g,,,true,,,active
captivating-heart-pendant-in-925-silver-by-svadezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/06_b7071d76-fd6f-4857-9c02-718b24b09996.jpg?v=1740602337,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
captivating-heart-pendant-in-925-silver-by-svadezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/20_172bd8cc-451e-4e49-8a64-95cdc955e2e4.jpg?v=1740602338,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
designer-blue-topaz-in-skyblue-border,Designer Semi Precious Stone Ring in Same Border in 925 Silver by SVADEZI,"<p><strong> Size Available - 5, 6, 7</strong></p>
<p><strong>Blue Topaz - Rose Quartz - Cirine</strong></p>
<p>The smart cut of coloured Semi precious stone in the centre with same colour border all around it gives a gorgeous look and elegance at the same time. The ring is a piece of art that is modern and unique.</p>",SVADEZI,Apparel & Accessories > Jewelry > Rings,Ring,"svadezi, svadezijewellery",false,Ring size,5,product.metafields.shopify.ring-size,Blue Topaz,citrine,product.metafields.shopify.color-pattern,Jewelry type,fine-jewelry,product.metafields.shopify.jewelry-type,,5.97,shopify,30,continue,manual,2949.0,3888.0,true,true,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/04_51fac9a5-7243-4953-a9f5-0ff58c8bbc6d.jpg?v=1740602341,1,,false,,,200,,,,,,,,,,,,,,'0,,,citrine; blur-topaz; rose-quartz,,silver,fine-jewelry,,birthstone; solitaire; beaded,5; 6; 7,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/05_ea7edaba-21e3-4369-a9d1-3a0169e89995.jpg?v=1740602360,g,,,true,,,active
designer-blue-topaz-in-skyblue-border,,,,,,,,,5,,,blur-topaz,,,fine-jewelry,,,5.97,,30,deny,manual,2749.0,3888.0,true,true,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/08_1b80f183-e43d-4111-8268-a11e17ef4c8c.jpg?v=1740602345,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/04_51fac9a5-7243-4953-a9f5-0ff58c8bbc6d.jpg?v=1740602341,g,,,,,,
designer-blue-topaz-in-skyblue-border,,,,,,,,,5,,,rose-quartz,,,fine-jewelry,,,5.97,,30,deny,manual,2949.0,3888.0,true,true,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/fhj_8598e5f3-145d-4e56-91b9-053eae6668cb.jpg?v=1740602347,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/02_f4e9e48a-4065-4477-bc03-e35b4ed9941a.jpg?v=1740602357,g,,,,,,
designer-blue-topaz-in-skyblue-border,,,,,,,,,6,,,citrine,,,fine-jewelry,,,5.97,shopify,30,continue,manual,2949.0,3888.0,true,true,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/12_14438255-72fa-4d5b-854a-e76008de1949.jpg?v=1740602351,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/05_ea7edaba-21e3-4369-a9d1-3a0169e89995.jpg?v=1740602360,g,,,,,,
designer-blue-topaz-in-skyblue-border,,,,,,,,,6,,,blur-topaz,,,fine-jewelry,,,5.97,shopify,30,continue,manual,2749.0,3888.0,true,true,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/22_3703e284-ef88-441f-b0c4-4b08e11f5f16.jpg?v=1740602355,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/04_51fac9a5-7243-4953-a9f5-0ff58c8bbc6d.jpg?v=1740602341,g,,,,,,
designer-blue-topaz-in-skyblue-border,,,,,,,,,6,,,rose-quartz,,,fine-jewelry,,,5.97,shopify,30,continue,manual,2949.0,3888.0,true,true,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/02_f4e9e48a-4065-4477-bc03-e35b4ed9941a.jpg?v=1740602357,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/02_f4e9e48a-4065-4477-bc03-e35b4ed9941a.jpg?v=1740602357,g,,,,,,
designer-blue-topaz-in-skyblue-border,,,,,,,,,7,,,citrine,,,fine-jewelry,,,5.97,,30,deny,manual,2949.0,3888.0,true,true,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/05_ea7edaba-21e3-4369-a9d1-3a0169e89995.jpg?v=1740602360,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/05_ea7edaba-21e3-4369-a9d1-3a0169e89995.jpg?v=1740602360,g,,,,,,
designer-blue-topaz-in-skyblue-border,,,,,,,,,7,,,blur-topaz,,,fine-jewelry,,,5.97,,30,deny,manual,2749.0,3888.0,true,true,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/14_b08eb4a9-7af7-4db3-9aa9-95927ab71f5a.jpg?v=1740602364,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/04_51fac9a5-7243-4953-a9f5-0ff58c8bbc6d.jpg?v=1740602341,g,,,,,,
designer-blue-topaz-in-skyblue-border,,,,,,,,,7,,,rose-quartz,,,fine-jewelry,,,5.97,shopify,30,continue,manual,2949.0,3888.0,true,true,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/dg.jpg?v=1740602367,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/02_f4e9e48a-4065-4477-bc03-e35b4ed9941a.jpg?v=1740602357,g,,,,,,
antique-mystical-owl-ring-adjustable-in-925-silver-by-svadezi,Antique Mystical Owl Ring (Adjustable) in 925 Silver by SVADEZI,"<p><strong>(Adjustable)</strong></p>
<p>The antique look of oxidized silver with an owl design carry various symbolic meanings depending on cultural, personal, or spiritual contexts . The darkened silver enhances the mystical vibe, while the blue and violet eyes could symbolize intuition, spiritual insight, or magical qualities.</p>",SVADEZI,Apparel & Accessories > Jewelry > Rings,Ring,"svadezi, svadezijewellery",false,Ring size,adjustable,product.metafields.shopify.ring-size,,,,,,,SLR92/18024,4.46,shopify,21,deny,manual,2549.0,3649.0,true,true,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/27_60c870ae-7169-4a74-847e-758e9ef8a6d6.jpg?v=1740602368,1,,false,,,200,,,,,,,,,,,,,,'0,,,,,silver,fine-jewelry,,,adjustable,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/27_60c870ae-7169-4a74-847e-758e9ef8a6d6.jpg?v=1740602368,g,,,true,,,active
antique-mystical-owl-ring-adjustable-in-925-silver-by-svadezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/01_dc93770a-4e63-4a4f-9888-9cb01a9f6bdc.jpg?v=1740602372,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
antique-mystical-owl-ring-adjustable-in-925-silver-by-svadezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/207.jpg?v=1740602375,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heart-and-lock-pendant-in-925-silver-by-svadezi,Heart And Lock Pendant in 925 Silver by SVADEZI,"<p><strong>Length: 20cm Adjustable</strong></p>
<p>This silver chain is a unique combination of heart and lock shapes. The silver chain pendant is a beautiful accessory that captures the essence of love and commitment. The silver finish adds a touch of sophistication and versatility to the design, making it suitable for everyday wear or special occasions.</p>",SVADEZI,Apparel & Accessories > Jewelry > Charms & Pendants,pendant,"svadezi, svadezijewellery",false,Title,Default Title,,,,,,,,SCH/8574,4.69,shopify,30,continue,manual,2549.0,2863.0,true,true,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/6.jpg?v=1740602377,1,,false,,,192,,,,,,,,,,,,,,'0,,,red,,silver,fine-jewelry,,,,,,,,,,g,,,true,,,active
heart-and-lock-pendant-in-925-silver-by-svadezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/81_5c3be59f-f629-4510-b76e-9f92318bff95.jpg?v=1740602380,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heart-and-lock-pendant-in-925-silver-by-svadezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/fh_16.jpg?v=1740602382,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heart-and-lock-pendant-in-925-silver-by-svadezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/fh_17.jpg?v=1740602386,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dazzling-silver-butterfly-earring-in-925-silver-by-svadezi,Dazzling Silver Butterfly Earring in 925 Silver by SVADEZI,"<p>Silver butterfly earrings come in a wide variety of styles and designs, making them a versatile and timeless choice for any outfit. Silver butterfly earrings that fit your personal style and complement your face shape. Whether you prefer simple and understated or bold and eye-catching, there's sure to be a pair of silver butterfly earrings that will suit you perfectly.</p>",SVADEZI,Apparel & Accessories > Jewelry > Earrings,earrings,"svadezi, svadezijewellery",false,Title,Default Title,,,,,,,,STPS/19351,3.85,shopify,29,continue,manual,2449.0,2913.0,true,true,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/dfdgf.jpg?v=1740602387,1,,false,,,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,true,,,active
dazzling-silver-butterfly-earring-in-925-silver-by-svadezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/fd.jpg?v=1740602387,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dazzling-silver-butterfly-earring-in-925-silver-by-svadezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/72_c3e2705b-5352-4145-9ce7-47ab55894d34.jpg?v=1740602391,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dazzling-silver-butterfly-earring-in-925-silver-by-svadezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/IMG_20230728_180807.jpg?v=1740602392,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heart-and-lock-earrings-in-925-silver-by-svadezi,Heart and Lock Earrings in 925 Silver by SVADEZI,"<p>Elegance meets romance in these red heart-shaped earrings, adorning you with timeless charm and grace. A perfect statement of love.</p>",SVADEZI,Apparel & Accessories > Jewelry > Earrings,earrings,"svadezi, svadezijewellery",false,Title,Default Title,,,,,,,,STPS/15380,6.53,shopify,30,continue,manual,2649.0,3200.0,true,true,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/16..jpg?v=1740602395,1,,false,,,194,,,,,,,,,,,,,,'0,,,,,,,,,,,,,,,,g,,,true,,,active
heart-and-lock-earrings-in-925-silver-by-svadezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/16_7c30ff72-5761-4734-9c22-3939a75b0e1f.jpg?v=1740602397,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heart-and-lock-earrings-in-925-silver-by-svadezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/323.jpg?v=1740602401,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
green-onyx-butterfly-earring-in-925-silver-by-svadezi,Green Onyx Butterfly Earring in 925 Silver by SVADEZI,"<p><strong>Dimension 1.4 cm X 1.4 cm </strong></p>
<p><span>Rose gold two butterfly earrings featuring a green semi-precious stone. This design combines the delicate and whimsical charm of butterflies with the vibrant hue of a green semi-precious stone, creating a stylish and nature-inspired accessory. The rose gold finish adds warmth and elegance to these earrings, making them suitable for various occasions.</span></p>
<!---->",SVADEZI,Apparel & Accessories > Jewelry > Earrings,earrings,"svadezi, svadezijewellery",false,Title,Default Title,,,,,,,,,0.0,shopify,30,deny,manual,1749.0,2430.0,true,true,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/57_b7c1bc8e-3ab2-49d1-b82d-b86ac9645aa1.jpg?v=1740602402,1,,false,,,194,,adult,,,,,,,,,,,,'0,adults,,animal; green,fresh-water-pearl,rose-gold; silver,fine-jewelry,,,,female,,,,,,g,,,true,,,active
green-onyx-butterfly-earring-in-925-silver-by-svadezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/09_88fb5799-3b44-4b92-ab3e-3bbab9dee476.jpg?v=1740602405,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
green-onyx-butterfly-earring-in-925-silver-by-svadezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/303.jpg?v=1740602409,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smiley-dual-tone-studs-in-925-silver-by-svadezi,Smiley dual-tone studs in 925 Silver by SVADEZI,"<p><strong>Dimensions 1.4cm X 1.5cm</strong></p>
<p><span>The smiley dual-tone stud is a standout piece in our collection, beloved by the young generation for its unique design and ability to add an extra smile to any look.</span></p>
<!---->",SVADEZI,Apparel & Accessories > Jewelry > Earrings,earrings,,false,Title,Default Title,,,,,,,,STPS/16203,4.16,shopify,30,continue,manual,2349.0,2940.0,true,true,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/200_9fed0d24-a088-4efb-893c-912e2abe8231.jpg?v=1740602410,1,,false,,,194,,,,,,,,,,,,,,,adults,,silver,stud,silver,fine-jewelry,,,,female,,,,,,g,,,true,,,active
smiley-dual-tone-studs-in-925-silver-by-svadezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/79_9608f0f7-e824-4c48-8d92-beb589de10fe.jpg?v=1740602414,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smiley-dual-tone-studs-in-925-silver-by-svadezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/IMG_20230728_181823.jpg?v=1740602415,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smiley-dual-tone-studs-in-925-silver-by-svadezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0651/8987/1813/files/IMG_20230728_181845.jpg?v=1740602416,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
